"InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country","PromoCode"
"538846","85123A","WHITE HANGING HEART T-LIGHT HOLDER","3","2010-12-06 15:51:00","2.46","12583.0","United Kingdom","BULK5"
"538846","84029E","RED WOOLLY HOTTIE WHITE HEART","9","2010-12-06 15:51:00","3.87","12583.0","United Kingdom","BULK5"
"538846","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","5","2010-12-06 15:51:00","3.81","12583.0","United Kingdom",""
"538847","84406B","CREAM CUPID HEARTS COAT HANGER","2","2011-01-29 09:23:00","2.78","14606.0","EIRE","NEWCUST"
"538847","21730","GLASS STAR FROSTED T-LIGHT HOLDER","8","2011-01-29 09:23:00","4.53","14606.0","EIRE","SUMMER10"
"538847","85099B","JUMBO BAG RED RETROSPOT","8","2011-01-29 09:23:00","2.06","14606.0","EIRE",""
"538847","84029E","RED WOOLLY HOTTIE WHITE HEART","9","2011-01-29 09:23:00","3.5","14606.0","EIRE",""
"538848","22752","SET 7 BABUSHKA NESTING BOXES","7","2010-12-16 16:16:00","7.86","13047.0","Australia",""
"538849","84029E","RED WOOLLY HOTTIE WHITE HEART","9","2011-01-22 10:59:00","3.45","14096.0","Germany","BULK5"
"538849","22632","HAND WARMER RED POLKA DOT","9","2011-01-22 10:59:00","2.28","14096.0","Germany",""
"538849","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","12","2011-01-22 10:59:00","3.43","14096.0","Germany","SUMMER10"
"538849","85099B","JUMBO BAG RED RETROSPOT","12","2011-01-22 10:59:00","2.06","14096.0","Germany",""
"538850","22632","HAND WARMER RED POLKA DOT","2","2011-01-14 13:53:00","2.26","15291.0","Germany","BULK5"
"538850","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","12","2011-01-14 13:53:00","3.67","15291.0","Germany","NEWCUST"
"538850","85099B","JUMBO BAG RED RETROSPOT","11","2011-01-14 13:53:00","1.79","15291.0","Germany","BULK5"
"538851","20685","DOORMAT RED RETROSPOT","1","2010-12-02 16:26:00","7.37","17850.0","Belgium",""
"538851","85123A","WHITE HANGING HEART T-LIGHT HOLDER","5","2010-12-02 16:26:00","2.79","17850.0","Belgium","SUMMER10"
"538851","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","4","2010-12-02 16:26:00","3.39","17850.0","Belgium","NEWCUST"
"538851","85099B","JUMBO BAG RED RETROSPOT","7","2010-12-02 16:26:00","1.67","17850.0","Belgium","BULK5"
"538852","22632","HAND WARMER RED POLKA DOT","4","2010-12-29 14:38:00","2.15","13777.0","Germany",""
"538852","22633","HAND WARMER UNION JACK","11","2010-12-29 14:38:00","1.82","13777.0","Germany","BULK5"
"538852","47566","PARTY BUNTING","1","2010-12-29 14:38:00","5.39","13777.0","Germany",""
"538853","84029E","RED WOOLLY HOTTIE WHITE HEART","1","2010-12-21 12:09:00","3.36","15291.0","United Kingdom","BULK5"
"538853","22632","HAND WARMER RED POLKA DOT","3","2010-12-21 12:09:00","2.04","15291.0","United Kingdom","SUMMER10"
"538853","22752","SET 7 BABUSHKA NESTING BOXES","5","2010-12-21 12:09:00","7.64","15291.0","United Kingdom",""
"538854","21730","GLASS STAR FROSTED T-LIGHT HOLDER","6","2011-01-04 15:03:00","4.69","15291.0","Netherlands",""
"538854","85123A","WHITE HANGING HEART T-LIGHT HOLDER","3","2011-01-04 15:03:00","2.85","15291.0","Netherlands",""
"538855","84029E","RED WOOLLY HOTTIE WHITE HEART","9","2010-12-04 16:07:00","3.36","12583.0","Netherlands",""
"538855","84029E","RED WOOLLY HOTTIE WHITE HEART","9","2010-12-04 16:07:00","3.32","12583.0","Netherlands",""
"538855","85099B","JUMBO BAG RED RETROSPOT","1","2010-12-04 16:07:00","1.58","12583.0","Netherlands","NEWCUST"
"538856","22752","SET 7 BABUSHKA NESTING BOXES","3","2011-01-02 13:00:00","8.01","14096.0","Germany",""
"538856","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","6","2011-01-02 13:00:00","3.89","14096.0","Germany","SUMMER10"
"538856","85123A","WHITE HANGING HEART T-LIGHT HOLDER","8","2011-01-02 13:00:00","2.99","14096.0","Germany","BULK5"
"538857","84406B","CREAM CUPID HEARTS COAT HANGER","6","2011-01-03 16:08:00","2.92","17850.0","France",""
"538857","22752","SET 7 BABUSHKA NESTING BOXES","11","2011-01-03 16:08:00","8.04","17850.0","France","NEWCUST"
"538857","84029E","RED WOOLLY HOTTIE WHITE HEART","9","2011-01-03 16:08:00","3.31","17850.0","France","BULK5"
"538857","85099B","JUMBO BAG RED RETROSPOT","5","2011-01-03 16:08:00","2.05","17850.0","France","NEWCUST"
"538858","22633","HAND WARMER UNION JACK","1","2010-12-16 12:01:00","1.86","12583.0","United Kingdom","NEWCUST"
"538858","22633","HAND WARMER UNION JACK","12","2010-12-16 12:01:00","2.32","12583.0","United Kingdom",""
"538858","85099B","JUMBO BAG RED RETROSPOT","7","2010-12-16 12:01:00","1.57","12583.0","United Kingdom",""
"538858","22632","HAND WARMER RED POLKA DOT","1","2010-12-16 12:01:00","2.25","12583.0","United Kingdom",""
"538859","47566","PARTY BUNTING","8","2011-01-09 08:55:00","4.86","17809.0","Spain","NEWCUST"
"538860","47566","PARTY BUNTING","5","2011-01-14 09:18:00","5.02","15291.0","Spain","SUMMER10"
"538860","71053","WHITE METAL LANTERN","7","2011-01-14 09:18:00","3.74","15291.0","Spain",""
"538861","22632","HAND WARMER RED POLKA DOT","10","2011-01-25 12:41:00","2.15","16029.0","Spain",""
"538861","85099B","JUMBO BAG RED RETROSPOT","1","2011-01-25 12:41:00","1.91","16029.0","Spain","NEWCUST"
"538861","84029E","RED WOOLLY HOTTIE WHITE HEART","10","2011-01-25 12:41:00","3.52","16029.0","Spain",""
"538861","22752","SET 7 BABUSHKA NESTING BOXES","10","2011-01-25 12:41:00","7.58","16029.0","Spain",""
"538862","71053","WHITE METAL LANTERN","6","2010-12-16 13:02:00","3.68","13777.0","United Kingdom","BULK5"
"538863","84029E","RED WOOLLY HOTTIE WHITE HEART","9","2011-01-07 16:04:00","3.64","12583.0","Spain",""
"538863","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","10","2011-01-07 16:04:00","3.31","12583.0","Spain","SUMMER10"
"538863","47566","PARTY BUNTING","1","2011-01-07 16:04:00","5.13","12583.0","Spain",""
"538864","20685","DOORMAT RED RETROSPOT","9","2010-12-02 10:46:00","7.0","16029.0","France","NEWCUST"
"538865","22632","HAND WARMER RED POLKA DOT","1","2011-01-24 10:30:00","2.12","15311.0","EIRE","SUMMER10"
"538866","22633","HAND WARMER UNION JACK","4","2011-01-05 11:29:00","2.24","15291.0","Spain",""
"538867","85099B","JUMBO BAG RED RETROSPOT","6","2011-01-09 12:38:00","2.11","13047.0","Australia",""
"538867","22632","HAND WARMER RED POLKA DOT","3","2011-01-09 12:38:00","1.8","13047.0","Australia","NEWCUST"
"538867","85123A","WHITE HANGING HEART T-LIGHT HOLDER","7","2011-01-09 12:38:00","2.82","13047.0","Australia",""
"538867","22632","HAND WARMER RED POLKA DOT","5","2011-01-09 12:38:00","2.28","13047.0","Australia","SUMMER10"
"538868","47566","PARTY BUNTING","7","2010-12-14 13:53:00","5.08","17809.0","Australia","BULK5"
"538868","85099B","JUMBO BAG RED RETROSPOT","6","2010-12-14 13:53:00","2.14","17809.0","Australia",""
"538869","22633","HAND WARMER UNION JACK","8","2011-01-19 16:13:00","2.11","15311.0","Netherlands","NEWCUST"
"538869","47566","PARTY BUNTING","6","2011-01-19 16:13:00","5.13","15311.0","Netherlands","SUMMER10"
"538869","22752","SET 7 BABUSHKA NESTING BOXES","8","2011-01-19 16:13:00","7.9","15311.0","Netherlands",""
"538869","21730","GLASS STAR FROSTED T-LIGHT HOLDER","1","2011-01-19 16:13:00","4.63","15311.0","Netherlands",""
"538870","85123A","WHITE HANGING HEART T-LIGHT HOLDER","3","2011-01-07 16:01:00","2.98","12583.0","Netherlands",""
"538870","84029E","RED WOOLLY HOTTIE WHITE HEART","7","2011-01-07 16:01:00","3.33","12583.0","Netherlands","SUMMER10"
"538870","84406B","CREAM CUPID HEARTS COAT HANGER","3","2011-01-07 16:01:00","3.15","12583.0","Netherlands",""
"538871","47566","PARTY BUNTING","6","2011-01-27 12:53:00","5.29","15291.0","Spain","SUMMER10"
"538872","22633","HAND WARMER UNION JACK","12","2011-01-07 14:51:00","2.23","17809.0","Netherlands","NEWCUST"
"538873","22752","SET 7 BABUSHKA NESTING BOXES","7","2011-01-20 16:59:00","7.83","13047.0","Spain","NEWCUST"
"538873","22632","HAND WARMER RED POLKA DOT","9","2011-01-20 16:59:00","1.99","13047.0","Spain","BULK5"
"538873","84406B","CREAM CUPID HEARTS COAT HANGER","12","2011-01-20 16:59:00","2.71","13047.0","Spain","BULK5"
"538873","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","10","2011-01-20 16:59:00","3.37","13047.0","Spain",""
"538874","85099B","JUMBO BAG RED RETROSPOT","4","2011-01-25 12:16:00","1.86","14606.0","France",""
"538874","22633","HAND WARMER UNION JACK","5","2011-01-25 12:16:00","1.91","14606.0","France","SUMMER10"
"538874","84029E","RED WOOLLY HOTTIE WHITE HEART","10","2011-01-25 12:16:00","3.49","14606.0","France",""
"538874","85123A","WHITE HANGING HEART T-LIGHT HOLDER","5","2011-01-25 12:16:00","2.85","14606.0","France",""
"538875","71053","WHITE METAL LANTERN","6","2010-12-19 12:41:00","3.79","14096.0","Australia","NEWCUST"
"538875","22633","HAND WARMER UNION JACK","10","2010-12-19 12:41:00","2.15","14096.0","Australia",""
"538875","22752","SET 7 BABUSHKA NESTING BOXES","4","2010-12-19 12:41:00","7.64","14096.0","Australia",""
"538876","20685","DOORMAT RED RETROSPOT","2","2011-01-20 16:30:00","7.24","12583.0","Netherlands","NEWCUST"
"538876","84029E","RED WOOLLY HOTTIE WHITE HEART","5","2011-01-20 16:30:00","3.83","12583.0","Netherlands","BULK5"
"538877","22633","HAND WARMER UNION JACK","9","2010-12-27 11:21:00","1.92","16029.0","Australia","SUMMER10"
"538877","71053","WHITE METAL LANTERN","4","2010-12-27 11:21:00","3.61","16029.0","Australia",""
"538877","71053","WHITE METAL LANTERN","12","2010-12-27 11:21:00","3.87","16029.0","Australia",""
"538878","85123A","WHITE HANGING HEART T-LIGHT HOLDER","4","2011-01-12 08:15:00","2.9","16029.0","France","NEWCUST"
"538879","84406B","CREAM CUPID HEARTS COAT HANGER","6","2011-01-30 13:26:00","3.14","17850.0","France",""
"538879","22752","SET 7 BABUSHKA NESTING BOXES","8","2011-01-30 13:26:00","8.11","17850.0","France","NEWCUST"
"538879","84406B","CREAM CUPID HEARTS COAT HANGER","2","2011-01-30 13:26:00","2.81","17850.0","France",""
"538879","84029E","RED WOOLLY HOTTIE WHITE HEART","3","2011-01-30 13:26:00","3.85","17850.0","France","SUMMER10"
"538880","21730","GLASS STAR FROSTED T-LIGHT HOLDER","4","2010-12-18 14:29:00","4.41","14096.0","Belgium",""
"538881","20685","DOORMAT RED RETROSPOT","10","2011-01-19 08:27:00","7.16","14096.0","Australia","SUMMER10"
"538882","22632","HAND WARMER RED POLKA DOT","9","2011-01-11 13:50:00","1.97","12583.0","France","BULK5"
"538882","85099B","JUMBO BAG RED RETROSPOT","4","2011-01-11 13:50:00","2.14","12583.0","France",""
"538883","22632","HAND WARMER RED POLKA DOT","11","2011-01-06 15:36:00","1.93","14606.0","Belgium","NEWCUST"
"538884","21730","GLASS STAR FROSTED T-LIGHT HOLDER","9","2011-01-05 08:30:00","4.71","13047.0","United Kingdom","BULK5"
"538884","85123A","WHITE HANGING HEART T-LIGHT HOLDER","12","2011-01-05 08:30:00","2.9","13047.0","United Kingdom",""
"538884","85123A","WHITE HANGING HEART T-LIGHT HOLDER","4","2011-01-05 08:30:00","2.65","13047.0","United Kingdom","NEWCUST"
"538885","47566","PARTY BUNTING","3","2011-01-25 12:46:00","4.96","16029.0","Spain",""
"538886","84029E","RED WOOLLY HOTTIE WHITE HEART","8","2010-12-30 15:50:00","3.84","14096.0","Germany",""
"538887","20685","DOORMAT RED RETROSPOT","2","2011-01-10 11:17:00","7.04","15311.0","Germany",""
"538887","85123A","WHITE HANGING HEART T-LIGHT HOLDER","3","2011-01-10 11:17:00","2.94","15311.0","Germany","BULK5"
"538888","84406B","CREAM CUPID HEARTS COAT HANGER","11","2011-01-06 15:15:00","2.95","17809.0","Netherlands",""
"538888","22632","HAND WARMER RED POLKA DOT","8","2011-01-06 15:15:00","1.79","17809.0","Netherlands","NEWCUST"
"538889","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","10","2010-12-12 12:32:00","3.64","17850.0","Netherlands","BULK5"
"538889","85123A","WHITE HANGING HEART T-LIGHT HOLDER","7","2010-12-12 12:32:00","2.85","17850.0","Netherlands","NEWCUST"
"538889","22752","SET 7 BABUSHKA NESTING BOXES","6","2010-12-12 12:32:00","8.1","17850.0","Netherlands",""
"538889","47566","PARTY BUNTING","12","2010-12-12 12:32:00","4.96","17850.0","Netherlands",""
"538890","20685","DOORMAT RED RETROSPOT","3","2011-01-25 13:11:00","7.54","13777.0","Australia",""
"538890","22752","SET 7 BABUSHKA NESTING BOXES","7","2011-01-25 13:11:00","7.76","13777.0","Australia",""
"538891","85099B","JUMBO BAG RED RETROSPOT","6","2011-01-06 10:31:00","2.02","13047.0","Netherlands",""
"538892","22752","SET 7 BABUSHKA NESTING BOXES","9","2011-01-01 13:32:00","8.12","14096.0","United Kingdom",""
"538893","22632","HAND WARMER RED POLKA DOT","1","2010-12-10 13:44:00","1.93","14096.0","Spain",""
"538893","71053","WHITE METAL LANTERN","2","2010-12-10 13:44:00","3.36","14096.0","Spain",""
"538894","47566","PARTY BUNTING","6","2010-12-08 10:21:00","5.01","15291.0","France",""
"538895","21730","GLASS STAR FROSTED T-LIGHT HOLDER","11","2010-12-20 12:08:00","4.23","15311.0","Spain",""
"538896","85123A","WHITE HANGING HEART T-LIGHT HOLDER","9","2011-01-24 16:36:00","2.48","14606.0","Germany",""
"538896","47566","PARTY BUNTING","5","2011-01-24 16:36:00","5.3","14606.0","Germany",""
"538896","22752","SET 7 BABUSHKA NESTING BOXES","4","2011-01-24 16:36:00","7.73","14606.0","Germany",""
"538896","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","1","2011-01-24 16:36:00","3.52","14606.0","Germany",""
"538897","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","7","2010-12-22 10:48:00","3.72","14606.0","United Kingdom","NEWCUST"
"538897","47566","PARTY BUNTING","3","2010-12-22 10:48:00","4.98","14606.0","United Kingdom",""
"538897","84406B","CREAM CUPID HEARTS COAT HANGER","3","2010-12-22 10:48:00","2.67","14606.0","United Kingdom",""
"538897","85123A","WHITE HANGING HEART T-LIGHT HOLDER","3","2010-12-22 10:48:00","2.66","14606.0","United Kingdom",""
"538898","20685","DOORMAT RED RETROSPOT","9","2011-01-19 12:27:00","7.56","15291.0","France","SUMMER10"
"538899","84029E","RED WOOLLY HOTTIE WHITE HEART","1","2011-01-22 16:39:00","3.64","13777.0","EIRE",""
"538899","21730","GLASS STAR FROSTED T-LIGHT HOLDER","7","2011-01-22 16:39:00","4.45","13777.0","EIRE",""
"538899","22632","HAND WARMER RED POLKA DOT","7","2011-01-22 16:39:00","1.92","13777.0","EIRE",""
"538900","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","6","2010-12-28 13:36:00","3.39","14096.0","Spain","BULK5"
"538900","22632","HAND WARMER RED POLKA DOT","6","2010-12-28 13:36:00","2.04","14096.0","Spain","SUMMER10"
"538900","84406B","CREAM CUPID HEARTS COAT HANGER","2","2010-12-28 13:36:00","3.04","14096.0","Spain","BULK5"
"538900","85099B","JUMBO BAG RED RETROSPOT","8","2010-12-28 13:36:00","2.08","14096.0","Spain","SUMMER10"
"538901","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","8","2011-01-18 13:28:00","3.68","15311.0","France","NEWCUST"
"538902","47566","PARTY BUNTING","3","2010-12-24 08:04:00","4.94","12583.0","EIRE","NEWCUST"
"538902","71053","WHITE METAL LANTERN","10","2010-12-24 08:04:00","3.55","12583.0","EIRE","NEWCUST"
"538903","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","12","2010-12-08 08:20:00","3.59","15311.0","United Kingdom",""
"538903","22632","HAND WARMER RED POLKA DOT","1","2010-12-08 08:20:00","2.33","15311.0","United Kingdom",""
"538903","84406B","CREAM CUPID HEARTS COAT HANGER","1","2010-12-08 08:20:00","3.17","15311.0","United Kingdom",""
"538903","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","11","2010-12-08 08:20:00","3.41","15311.0","United Kingdom",""
"538904","84029E","RED WOOLLY HOTTIE WHITE HEART","8","2010-12-05 10:33:00","3.73","15311.0","Netherlands",""
"538904","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","4","2010-12-05 10:33:00","3.34","15311.0","Netherlands","NEWCUST"
"538904","85099B","JUMBO BAG RED RETROSPOT","3","2010-12-05 10:33:00","1.6","15311.0","Netherlands",""
"538904","84029E","RED WOOLLY HOTTIE WHITE HEART","11","2010-12-05 10:33:00","3.44","15311.0","Netherlands",""
"538905","71053","WHITE METAL LANTERN","8","2011-01-13 12:11:00","3.6","13777.0","United Kingdom",""
"538905","20685","DOORMAT RED RETROSPOT","4","2011-01-13 12:11:00","7.0","13777.0","United Kingdom",""
"538905","22633","HAND WARMER UNION JACK","6","2011-01-13 12:11:00","1.85","13777.0","United Kingdom",""
"538906","84029E","RED WOOLLY HOTTIE WHITE HEART","10","2010-12-13 14:59:00","3.7","15291.0","Netherlands","BULK5"
"538906","22632","HAND WARMER RED POLKA DOT","12","2010-12-13 14:59:00","2.11","15291.0","Netherlands",""
"538906","21730","GLASS STAR FROSTED T-LIGHT HOLDER","9","2010-12-13 14:59:00","4.2","15291.0","Netherlands",""
"538906","21730","GLASS STAR FROSTED T-LIGHT HOLDER","11","2010-12-13 14:59:00","4.29","15291.0","Netherlands","SUMMER10"
"538907","21730","GLASS STAR FROSTED T-LIGHT HOLDER","12","2011-01-05 10:48:00","4.36","13047.0","France","NEWCUST"
"538907","22752","SET 7 BABUSHKA NESTING BOXES","4","2011-01-05 10:48:00","7.88","13047.0","France","SUMMER10"
"538907","22632","HAND WARMER RED POLKA DOT","2","2011-01-05 10:48:00","1.77","13047.0","France",""
"538907","21730","GLASS STAR FROSTED T-LIGHT HOLDER","5","2011-01-05 10:48:00","4.74","13047.0","France",""
"538908","84029E","RED WOOLLY HOTTIE WHITE HEART","10","2010-12-06 12:29:00","3.43","12583.0","EIRE","NEWCUST"
"538908","22752","SET 7 BABUSHKA NESTING BOXES","5","2010-12-06 12:29:00","7.89","12583.0","EIRE","SUMMER10"
"538908","85123A","WHITE HANGING HEART T-LIGHT HOLDER","10","2010-12-06 12:29:00","2.75","12583.0","EIRE",""
"538909","47566","PARTY BUNTING","7","2011-01-11 16:30:00","5.34","14096.0","Australia",""
"538909","22633","HAND WARMER UNION JACK","1","2011-01-11 16:30:00","2.12","14096.0","Australia",""
"538909","20685","DOORMAT RED RETROSPOT","4","2011-01-11 16:30:00","7.2","14096.0","Australia","NEWCUST"
"538909","84406B","CREAM CUPID HEARTS COAT HANGER","8","2011-01-11 16:30:00","3.19","14096.0","Australia","BULK5"
"538910","22633","HAND WARMER UNION JACK","8","2011-01-28 15:02:00","2.32","13777.0","Germany",""
"538910","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","11","2011-01-28 15:02:00","3.31","13777.0","Germany",""
"538911","84406B","CREAM CUPID HEARTS COAT HANGER","1","2010-12-19 09:27:00","2.8","16029.0","Belgium",""
"538911","47566","PARTY BUNTING","2","2010-12-19 09:27:00","5.05","16029.0","Belgium",""
"538911","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","2","2010-12-19 09:27:00","3.48","16029.0","Belgium",""
"538911","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","1","2010-12-19 09:27:00","3.5","16029.0","Belgium",""
"538912","22752","SET 7 BABUSHKA NESTING BOXES","11","2011-01-26 13:01:00","7.57","17850.0","Belgium",""
"538913","84029E","RED WOOLLY HOTTIE WHITE HEART","11","2011-01-15 14:02:00","3.75","15291.0","EIRE","SUMMER10"
"538914","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","3","2011-01-11 10:34:00","3.78","12583.0","France",""
"538915","84029E","RED WOOLLY HOTTIE WHITE HEART","3","2010-12-21 13:24:00","3.45","14096.0","United Kingdom",""
"538916","21730","GLASS STAR FROSTED T-LIGHT HOLDER","2","2011-01-25 11:36:00","4.61","12583.0","Australia",""
"538917","22633","HAND WARMER UNION JACK","4","2010-12-28 09:25:00","1.9","12583.0","France",""
"538917","21730","GLASS STAR FROSTED T-LIGHT HOLDER","1","2010-12-28 09:25:00","4.37","12583.0","France",""
"538918","85099B","JUMBO BAG RED RETROSPOT","1","2010-12-11 12:39:00","1.93","17809.0","Spain",""
"538918","84029E","RED WOOLLY HOTTIE WHITE HEART","12","2010-12-11 12:39:00","3.75","17809.0","Spain","SUMMER10"
"538918","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","3","2010-12-11 12:39:00","3.41","17809.0","Spain","SUMMER10"
"538919","22752","SET 7 BABUSHKA NESTING BOXES","4","2011-01-24 15:38:00","7.91","17809.0","EIRE",""
"538919","20685","DOORMAT RED RETROSPOT","6","2011-01-24 15:38:00","7.37","17809.0","EIRE",""
"538919","47566","PARTY BUNTING","3","2011-01-24 15:38:00","5.18","17809.0","EIRE","SUMMER10"
"538920","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","7","2010-12-20 15:51:00","3.83","17809.0","Germany","BULK5"
"538920","71053","WHITE METAL LANTERN","10","2010-12-20 15:51:00","3.43","17809.0","Germany",""
"538920","21730","GLASS STAR FROSTED T-LIGHT HOLDER","6","2010-12-20 15:51:00","4.24","17809.0","Germany","SUMMER10"
"538921","22632","HAND WARMER RED POLKA DOT","1","2010-12-26 09:09:00","1.97","14606.0","Netherlands",""
"538921","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","10","2010-12-26 09:09:00","3.71","14606.0","Netherlands",""
"538922","20685","DOORMAT RED RETROSPOT","1","2010-12-24 13:27:00","7.58","12583.0","France","SUMMER10"
